"Frequency (HZ)","8RV-O 2026-06-10 09:42:00"
40.625,0.00043133513652379393
40.9375,0.00041012193308819753
41.25,0.0002192031021678297
41.5625,0.0004384062043356594
41.875,0.0003394112549695428
42.1875,0.00022627416997969522
42.5,0.00029698484809834993
42.8125,0.000417193000900063
43.125,0.0003323401871576773
43.4375,0.00025455844122715713
43.75,0.0003040559159102154
44.0625,0.000282842712474619
44.375,0.00024041630560342616
44.6875,0.00026870057685088805
45,0.0003040559159102154
45.3125,0.0003889087296526011
45.625,0.00035355339059327376
45.9375,0.00032526911934581187
46.25,0.0003040559159102154
46.5625,0.00040305086527633204
46.875,0.00036062445840513924
47.1875,0.00023334523779156068
47.5,0.00029698484809834993
47.8125,0.00029698484809834993
48.125,0.00025455844122715713
48.4375,0.00026162950903902256
48.75,0.0003111269837220809
49.0625,0.0003040559159102154
49.375,0.00027577164466275353
49.6875,0.007657966440250309
50,0.013915861453751253
50.3125,0.006293250352560273
50.625,0.0003111269837220809
50.9375,0.00027577164466275353
51.25,0.00026870057685088805
51.5625,0.00022627416997969522
51.875,0.00017677669529663688
52.1875,0.00021213203435596422
52.5,0.00019091883092036782
52.8125,0.0002192031021678297
53.125,0.0003040559159102154
53.4375,0.00019091883092036782
53.75,0.0002474873734152916
54.0625,0.00021213203435596422
54.375,0.00012020815280171308
54.6875,0.0002192031021678297
55,0.00026870057685088805
55.3125,0.00025455844122715713
55.625,0.00026162950903902256
55.9375,0.00026162950903902256
56.25,0.0002192031021678297
56.5625,0.00016263455967290594
56.875,0.00021213203435596422
57.1875,0.0002474873734152916
57.5,0.00013435028842544402
57.8125,0.00019798989873223328
58.125,0.0003040559159102154
58.4375,0.00035355339059327376
58.75,0.00026870057685088805
59.0625,0.00019798989873223328
59.375,0.0003394112549695428
59.6875,0.00028991378028648445
60,0.00021213203435596422
60.3125,0.00022627416997969522
60.625,0.0002474873734152916
60.9375,0.00014849242404917497
61.25,0.00012727922061357857
61.5625,0.00022627416997969522
61.875,0.0002192031021678297
62.1875,0.00017677669529663688
62.5,0.00023334523779156068
62.8125,0.00032526911934581187
63.125,0.00027577164466275353
63.4375,0.00019091883092036782
63.75,0.00016263455967290594
64.0625,0.00026870057685088805
64.375,0.0003111269837220809
64.6875,0.00026162950903902256
65,0.0003111269837220809
65.3125,0.00028991378028648445
65.625,0.00032526911934581187
65.9375,0.0003111269837220809
66.25,0.0002474873734152916
66.5625,0.00026162950903902256
66.875,0.00024041630560342616
67.1875,0.0002474873734152916
67.5,0.00024041630560342616
67.8125,0.00019091883092036782
68.125,0.00019091883092036782
68.4375,0.00021213203435596422
68.75,0.00038183766184073564
69.0625,0.00039597979746446656
69.375,0.0002474873734152916
69.6875,0.00018384776310850234
70,0.00029698484809834993
70.3125,0.00038183766184073564
70.625,0.0003394112549695428
70.9375,0.00023334523779156068
71.25,0.00032526911934581187
71.5625,0.00037476659402887016
71.875,0.0002474873734152916
72.1875,0.00019798989873223328
72.5,0.0002474873734152916
72.8125,0.0003323401871576773
73.125,0.0002192031021678297
73.4375,0.0002192031021678297
73.75,0.0003111269837220809
74.0625,0.0003111269837220809
74.375,0.0003889087296526011
74.6875,0.00022627416997969522
75,0.0004384062043356594
75.3125,0.00048790367901871775
75.625,0.00038183766184073564
75.9375,0.000565685424949238
76.25,0.000565685424949238
76.5625,0.000565685424949238
76.875,0.0008485281374238569
77.1875,0.0013152186130069785
77.5,0.0009970205614730319
77.8125,0.0005020458146424487
78.125,0.000728319984622144
78.4375,0.0011808683245815342
78.75,0.001400071426749364
79.0625,0.0014495689014324225
79.375,0.0012869343417595165
79.6875,0.0017253405460951757
80,0.0020506096654409876
80.3125,0.0023334523779156065
80.625,0.003139554108468271
80.9375,0.0014071424945612295
81.25,0.0006434671708797583
81.5625,0.00032526911934581187
81.875,0.0003394112549695428
82.1875,0.000282842712474619
82.5,0.00017677669529663688
82.8125,0.00012727922061357857
83.125,0.00026162950903902256
83.4375,0.00031819805153394633
83.75,0.0003889087296526011
84.0625,0.00024041630560342616
84.375,0.00012727922061357857
84.6875,0.00009899494936611664
85,0.00016263455967290594
85.3125,0.00017677669529663688
85.625,0.00014849242404917497
85.9375,0.00021213203435596422
86.25,0.000282842712474619
86.5625,0.00017677669529663688
86.875,0.00009192388155425117
87.1875,0.00009192388155425117
87.5,0.00019091883092036782
87.8125,0.000282842712474619
88.125,0.0006081118318204308
88.4375,0.0010677312395916867
88.75,0.0009263098833543772
89.0625,0.0008202438661763951
89.375,0.0005868986283848344
89.6875,0.00039597979746446656
90,0.0004384062043356594
90.3125,0.0003889087296526011
90.625,0.0005727564927611034
90.9375,0.0006010407640085653
91.25,0.0006151828996322963
91.5625,0.0008273149339882605
91.875,0.0007778174593052023
92.1875,0.00046669047558312135
92.5,0.00024041630560342616
92.8125,0.00018384776310850234
93.125,0.00016263455967290594
93.4375,0.00020506096654409876
93.75,0.0003323401871576773
94.0625,0.00024041630560342616
94.375,0.00024041630560342616
94.6875,0.00022627416997969522
95,0.0002192031021678297
95.3125,0.00025455844122715713
95.625,0.0001697056274847714
95.9375,0.00020506096654409876
96.25,0.00019798989873223328
96.5625,0.00017677669529663688
96.875,0.00026162950903902256
97.1875,0.00027577164466275353
97.5,0.00018384776310850234
97.8125,0.0002474873734152916
98.125,0.0003394112549695428
98.4375,0.00040305086527633204
98.75,0.0004384062043356594
99.0625,0.0007071067811865475
99.375,0.0009192388155425116
99.6875,0.0010677312395916867
100,0.0007212489168102785
100.3125,0.00039597979746446656
100.625,0.000565685424949238
100.9375,0.0004384062043356594
101.25,0.00043133513652379393
101.5625,0.0005303300858899106
101.875,0.0006717514421272201
102.1875,0.00044547727214752495
102.5,0.0002192031021678297
102.8125,0.00021213203435596422
103.125,0.00019798989873223328
103.4375,0.0001414213562373095
103.75,0.00015556349186104045
104.0625,0.0001697056274847714
104.375,0.00016263455967290594
104.6875,0.00016263455967290594
105,0.0001697056274847714
105.3125,0.0001697056274847714
105.625,0.00011313708498984761
105.9375,0.00014849242404917497
106.25,0.0001697056274847714
106.5625,0.00009192388155425117
106.875,0.00012727922061357857
107.1875,0.00013435028842544402
107.5,0.0001414213562373095
107.8125,0.00014849242404917497
108.125,0.00012727922061357857
108.4375,0.0001414213562373095
108.75,0.0001697056274847714
109.0625,0.0001697056274847714
109.375,0.00009899494936611664
109.6875,0.00012020815280171308
110,0.0001414213562373095
110.3125,0.00016263455967290594
110.625,0.00016263455967290594
110.9375,0.0001697056274847714
111.25,0.00012020815280171308
111.5625,0.00011313708498984761
111.875,0.00013435028842544402
112.1875,0.00018384776310850234
112.5,0.00025455844122715713
112.8125,0.00028991378028648445
113.125,0.00020506096654409876
113.4375,0.00012727922061357857
113.75,0.00016263455967290594
114.0625,0.00014849242404917497
114.375,0.00019798989873223328
114.6875,0.000282842712474619
115,0.0001697056274847714
115.3125,0.0001414213562373095
115.625,0.00011313708498984761
115.9375,0.00014849242404917497
116.25,0.00012727922061357857
116.5625,0.00012727922061357857
116.875,0.00015556349186104045
117.1875,0.00021213203435596422
117.5,0.00012020815280171308
117.8125,0.0001414213562373095
118.125,0.00015556349186104045
118.4375,0.00019798989873223328
118.75,0.00021213203435596422
119.0625,0.0001697056274847714
119.375,0.0001697056274847714
119.6875,0.00022627416997969522
120,0.00022627416997969522
120.3125,0.00018384776310850234
120.625,0.00012727922061357857
120.9375,0.0000848528137423857
121.25,0.00013435028842544402
121.5625,0.00019091883092036782
121.875,0.00010606601717798211
122.1875,0.0000848528137423857
122.5,0.00011313708498984761
122.8125,0.00015556349186104045
123.125,0.00021213203435596422
123.4375,0.00021213203435596422
123.75,0.00012020815280171308
124.0625,0.00012727922061357857
124.375,0.00028991378028648445
124.6875,0.00032526911934581187
125,0.00018384776310850234
125.3125,0.0001697056274847714
125.625,0.0001697056274847714
125.9375,0.00025455844122715713
126.25,0.0006363961030678927
126.5625,0.00041012193308819753
126.875,0.00019091883092036782
127.1875,0.00015556349186104045
127.5,0.00012020815280171308
127.8125,0.00009899494936611664
128.125,0.00014849242404917497
128.4375,0.00011313708498984761
128.75,0.0000848528137423857
129.0625,0.000056568542494923805
129.375,0.0000848528137423857
129.6875,0.0000848528137423857
130,0.00009899494936611664
130.3125,0.00015556349186104045
130.625,0.00011313708498984761
130.9375,0.0001414213562373095
131.25,0.0001414213562373095
131.5625,0.00012727922061357857
131.875,0.0001414213562373095
132.1875,0.00011313708498984761
132.5,0.00009192388155425117
132.8125,0.00010606601717798211
133.125,0.00010606601717798211
133.4375,0.00013435028842544402
133.75,0.00016263455967290594
134.0625,0.0001697056274847714
134.375,0.00015556349186104045
134.6875,0.00011313708498984761
135,0.00010606601717798211
135.3125,0.00019091883092036782
135.625,0.00027577164466275353
135.9375,0.00016263455967290594
136.25,0.0001414213562373095
136.5625,0.00015556349186104045
136.875,0.00015556349186104045
137.1875,0.00018384776310850234
137.5,0.00020506096654409876
137.8125,0.00015556349186104045
138.125,0.00015556349186104045
138.4375,0.0001697056274847714
138.75,0.00012727922061357857
139.0625,0.00012727922061357857
139.375,0.00015556349186104045
139.6875,0.00011313708498984761
140,0.00014849242404917497
140.3125,0.00022627416997969522
140.625,0.00019091883092036782
140.9375,0.00020506096654409876
141.25,0.00018384776310850234
141.5625,0.00018384776310850234
141.875,0.00019091883092036782
142.1875,0.00011313708498984761
142.5,0.00012020815280171308
142.8125,0.00015556349186104045
143.125,0.00012727922061357857
143.4375,0.00014849242404917497
143.75,0.0001697056274847714
144.0625,0.00022627416997969522
144.375,0.00023334523779156068
144.6875,0.00014849242404917497
145,0.00011313708498984761
145.3125,0.00012727922061357857
145.625,0.00010606601717798211
145.9375,0.0000848528137423857
146.25,0.00010606601717798211
146.5625,0.00009192388155425117
146.875,0.00011313708498984761
147.1875,0.00016263455967290594
147.5,0.00007778174593052023
147.8125,0.00007778174593052023
148.125,0.00011313708498984761
148.4375,0.00012727922061357857
148.75,0.00011313708498984761
149.0625,0.0000848528137423857
149.375,0.00015556349186104045
149.6875,0.001668772003600252
150,0.0024678026663410508
150.3125,0.0008909545442950499
150.625,0.0001414213562373095
150.9375,0.00011313708498984761
151.25,0.0000848528137423857
151.5625,0.00007071067811865475
151.875,0.00011313708498984761
152.1875,0.00010606601717798211
152.5,0.00013435028842544402
152.8125,0.00012020815280171308
153.125,0.00011313708498984761
153.4375,0.00014849242404917497
153.75,0.00012727922061357857
154.0625,0.00009192388155425117
154.375,0.00012020815280171308
154.6875,0.00012727922061357857
155,0.00012727922061357857
155.3125,0.0000848528137423857
155.625,0.00012020815280171308
155.9375,0.00010606601717798211
156.25,0.00006363961030678928
156.5625,0.0000848528137423857
156.875,0.0000848528137423857
157.1875,0.00012020815280171308
157.5,0.00009192388155425117
157.8125,0.00009192388155425117
158.125,0.00010606601717798211
158.4375,0.00009899494936611664
158.75,0.00007778174593052023
159.0625,0.00007778174593052023
159.375,0.00009192388155425117
159.6875,0.00012020815280171308
160,0.0000848528137423857
160.3125,0.00006363961030678928
160.625,0.00009192388155425117
160.9375,0.0000848528137423857
161.25,0.00004949747468305832
161.5625,0.00009192388155425117
161.875,0.00011313708498984761
162.1875,0.00011313708498984761
162.5,0.00012020815280171308
162.8125,0.00009192388155425117
163.125,0.00012020815280171308
163.4375,0.00013435028842544402
163.75,0.00009899494936611664
164.0625,0.00007778174593052023
164.375,0.00007778174593052023
164.6875,0.00007778174593052023
165,0.00007071067811865475
165.3125,0.00011313708498984761
165.625,0.00009192388155425117
165.9375,0.00006363961030678928
166.25,0.00007778174593052023
166.5625,0.00009899494936611664
166.875,0.00009192388155425117
167.1875,0.0000848528137423857
167.5,0.00012727922061357857
167.8125,0.00012020815280171308
168.125,0.00011313708498984761
168.4375,0.00010606601717798211
168.75,0.00009192388155425117
169.0625,0.00012020815280171308
169.375,0.00014849242404917497
169.6875,0.0000848528137423857
170,0.00007071067811865475
170.3125,0.00004949747468305832
170.625,0.00009192388155425117
170.9375,0.00009192388155425117
171.25,0.000056568542494923805
171.5625,0.00007071067811865475
171.875,0.00009899494936611664
172.1875,0.00009192388155425117
172.5,0.00007071067811865475
172.8125,0.00006363961030678928
173.125,0.00009899494936611664
173.4375,0.0000848528137423857
173.75,0.00006363961030678928
174.0625,0.00009192388155425117
174.375,0.00007071067811865475
174.6875,0.00009192388155425117
175,0.00012020815280171308
175.3125,0.00009192388155425117
175.625,0.00012020815280171308
175.9375,0.00009192388155425117
176.25,0.000056568542494923805
176.5625,0.00007778174593052023
176.875,0.00007778174593052023
177.1875,0.000056568542494923805
177.5,0.00004242640687119285
177.8125,0.00006363961030678928
178.125,0.00009192388155425117
178.4375,0.0000848528137423857
178.75,0.00006363961030678928
179.0625,0.00004949747468305832
179.375,0.0000848528137423857
179.6875,0.00007071067811865475
180,0.0000848528137423857
180.3125,0.00009192388155425117
180.625,0.00009899494936611664
180.9375,0.00012020815280171308
181.25,0.0000848528137423857
181.5625,0.00007071067811865475
181.875,0.0000848528137423857
182.1875,0.00007778174593052023
182.5,0.00009192388155425117
182.8125,0.0000848528137423857
183.125,0.00009899494936611664
183.4375,0.00009899494936611664
183.75,0.00010606601717798211
184.0625,0.00011313708498984761
184.375,0.00010606601717798211
184.6875,0.00007071067811865475
185,0.00010606601717798211
185.3125,0.0000848528137423857
185.625,0.00007071067811865475
185.9375,0.00006363961030678928
186.25,0.000056568542494923805
186.5625,0.00007778174593052023
186.875,0.00007071067811865475
187.1875,0.00010606601717798211
187.5,0.00009192388155425117
187.8125,0.000056568542494923805
188.125,0.000056568542494923805
188.4375,0.0000848528137423857
188.75,0.00009899494936611664
189.0625,0.00011313708498984761
189.375,0.00009192388155425117
189.6875,0.00009192388155425117
190,0.00007778174593052023
190.3125,0.00006363961030678928
190.625,0.000056568542494923805
190.9375,0.00006363961030678928
191.25,0.00007778174593052023
191.5625,0.00006363961030678928
191.875,0.00007778174593052023
192.1875,0.00006363961030678928
192.5,0.00004949747468305832
192.8125,0.00007778174593052023
193.125,0.00011313708498984761
193.4375,0.00012727922061357857
193.75,0.00010606601717798211
194.0625,0.00007071067811865475
194.375,0.00007778174593052023
194.6875,0.000056568542494923805
195,0.00004242640687119285
195.3125,0.000056568542494923805
195.625,0.00004949747468305832
195.9375,0.00007071067811865475
196.25,0.00004949747468305832
196.5625,0.000056568542494923805
196.875,0.00009192388155425117
197.1875,0.00010606601717798211
197.5,0.000056568542494923805
197.8125,0.00007071067811865475
198.125,0.00006363961030678928
198.4375,0.0000848528137423857
198.75,0.00009899494936611664
199.0625,0.00010606601717798211
199.375,0.00010606601717798211
199.6875,0.00011313708498984761
200,0.00012020815280171308
200.3125,0.00009192388155425117
200.625,0.0000848528137423857
200.9375,0.00007778174593052023
201.25,0.00007071067811865475
201.5625,0.00004949747468305832
201.875,0.0000848528137423857
202.1875,0.00009899494936611664
202.5,0.00007071067811865475
202.8125,0.00007778174593052023
203.125,0.00007071067811865475
203.4375,0.000056568542494923805
203.75,0.000056568542494923805
204.0625,0.00006363961030678928
204.375,0.00004949747468305832
204.6875,0.00009192388155425117
205,0.00011313708498984761
205.3125,0.00007778174593052023
205.625,0.00006363961030678928
205.9375,0.000056568542494923805
206.25,0.000056568542494923805
206.5625,0.00006363961030678928
206.875,0.00006363961030678928
207.1875,0.00007071067811865475
207.5,0.00004242640687119285
207.8125,0.00004242640687119285
208.125,0.00007778174593052023
208.4375,0.00009192388155425117
208.75,0.00010606601717798211
209.0625,0.00009192388155425117
209.375,0.000056568542494923805
209.6875,0.000056568542494923805
210,0.00006363961030678928
210.3125,0.000056568542494923805
210.625,0.000056568542494923805
210.9375,0.00006363961030678928
211.25,0.00007071067811865475
211.5625,0.00009899494936611664
211.875,0.00007778174593052023
212.1875,0.00006363961030678928
212.5,0.00006363961030678928
212.8125,0.00010606601717798211
213.125,0.00006363961030678928
213.4375,0.00004242640687119285
213.75,0.00004949747468305832
214.0625,0.00006363961030678928
214.375,0.00006363961030678928
214.6875,0.00006363961030678928
215,0.000056568542494923805
215.3125,0.00007778174593052023
215.625,0.00007778174593052023
215.9375,0.00006363961030678928
216.25,0.00007071067811865475
216.5625,0.00007778174593052023
216.875,0.00007071067811865475
217.1875,0.00004242640687119285
217.5,0.00007071067811865475
217.8125,0.00009192388155425117
218.125,0.00009192388155425117
218.4375,0.000056568542494923805
218.75,0.00007778174593052023
219.0625,0.00009192388155425117
219.375,0.00009192388155425117
219.6875,0.00006363961030678928
220,0.000056568542494923805
220.3125,0.00007071067811865475
220.625,0.00007778174593052023
220.9375,0.00004949747468305832
221.25,0.000056568542494923805
221.5625,0.000056568542494923805
221.875,0.00006363961030678928
222.1875,0.00006363961030678928
222.5,0.000056568542494923805
222.8125,0.00004949747468305832
223.125,0.00007071067811865475
223.4375,0.000056568542494923805
223.75,0.000056568542494923805
224.0625,0.00004242640687119285
224.375,0.000056568542494923805
224.6875,0.00006363961030678928
225,0.00007071067811865475
225.3125,0.00009192388155425117
225.625,0.00007778174593052023
225.9375,0.0000848528137423857
226.25,0.00006363961030678928
226.5625,0.00007778174593052023
226.875,0.00007071067811865475
227.1875,0.00007071067811865475
227.5,0.00010606601717798211
227.8125,0.00006363961030678928
228.125,0.00003535533905932738
228.4375,0.00004949747468305832
228.75,0.00004949747468305832
229.0625,0.00006363961030678928
229.375,0.00007778174593052023
229.6875,0.00007778174593052023
230,0.00007071067811865475
230.3125,0.00004949747468305832
230.625,0.000056568542494923805
230.9375,0.00009192388155425117
231.25,0.00007071067811865475
231.5625,0.00006363961030678928
231.875,0.00006363961030678928
232.1875,0.00004949747468305832
232.5,0.0000848528137423857
232.8125,0.00007071067811865475
233.125,0.00007778174593052023
233.4375,0.00007778174593052023
233.75,0.00007071067811865475
234.0625,0.00006363961030678928
234.375,0.00006363961030678928
234.6875,0.00006363961030678928
235,0.0000848528137423857
235.3125,0.00004949747468305832
235.625,0.00007071067811865475
235.9375,0.00007778174593052023
236.25,0.00006363961030678928
236.5625,0.00007778174593052023
236.875,0.000056568542494923805
237.1875,0.00007778174593052023
237.5,0.00009192388155425117
237.8125,0.00007071067811865475
238.125,0.00007071067811865475
238.4375,0.00007071067811865475
238.75,0.00007071067811865475
239.0625,0.000056568542494923805
239.375,0.000028284271247461902
239.6875,0.000028284271247461902
240,0.00003535533905932738
240.3125,0.00003535533905932738
240.625,0.00004949747468305832
240.9375,0.00007071067811865475
241.25,0.00007778174593052023
241.5625,0.00003535533905932738
241.875,0.00004242640687119285
242.1875,0.000056568542494923805
242.5,0.00006363961030678928
242.8125,0.00007071067811865475
243.125,0.000056568542494923805
243.4375,0.00006363961030678928
243.75,0.00006363961030678928
244.0625,0.00007778174593052023
244.375,0.0000848528137423857
244.6875,0.000056568542494923805
245,0.00006363961030678928
245.3125,0.00007778174593052023
245.625,0.0000848528137423857
245.9375,0.00004949747468305832
246.25,0.000056568542494923805
246.5625,0.00007071067811865475
246.875,0.000056568542494923805
247.1875,0.00004949747468305832
247.5,0.00006363961030678928
247.8125,0.0000848528137423857
248.125,0.00007778174593052023
248.4375,0.00006363961030678928
248.75,0.00004949747468305832
249.0625,0.000056568542494923805
249.375,0.00007778174593052023
249.6875,0.00041012193308819753
250,0.0005091168824543143
250.3125,0.0001414213562373095
250.625,0.00007071067811865475
250.9375,0.00007778174593052023
251.25,0.000056568542494923805
251.5625,0.000056568542494923805
251.875,0.00006363961030678928
252.1875,0.000056568542494923805
252.5,0.00004949747468305832
252.8125,0.00004949747468305832
253.125,0.000056568542494923805
253.4375,0.00004949747468305832
253.75,0.000021213203435596424
254.0625,0.000028284271247461902
254.375,0.00003535533905932738
254.6875,0.00004242640687119285
255,0.00004242640687119285
255.3125,0.00006363961030678928
255.625,0.00006363961030678928
255.9375,0.00004949747468305832
256.25,0.00004242640687119285
256.5625,0.00004242640687119285
256.875,0.000056568542494923805
257.1875,0.00007071067811865475
257.5,0.00004242640687119285
257.8125,0.00003535533905932738
258.125,0.00004242640687119285
258.4375,0.00003535533905932738
258.75,0.00004242640687119285
259.0625,0.000056568542494923805
259.375,0.00006363961030678928
259.6875,0.00004949747468305832
260,0.00004242640687119285
260.3125,0.000056568542494923805
260.625,0.000056568542494923805
260.9375,0.000056568542494923805
261.25,0.00006363961030678928
261.5625,0.00003535533905932738
261.875,0.00006363961030678928
262.1875,0.00006363961030678928
262.5,0.00004949747468305832
262.8125,0.00007071067811865475
263.125,0.00006363961030678928
263.4375,0.00006363961030678928
263.75,0.000056568542494923805
264.0625,0.00006363961030678928
264.375,0.00004949747468305832
264.6875,0.000028284271247461902
265,0.00003535533905932738
265.3125,0.00003535533905932738
265.625,0.00004949747468305832
265.9375,0.00004949747468305832
266.25,0.00004242640687119285
266.5625,0.00006363961030678928
266.875,0.00007778174593052023
267.1875,0.00003535533905932738
267.5,0.00004949747468305832
267.8125,0.00006363961030678928
268.125,0.00004242640687119285
268.4375,0.00004949747468305832
268.75,0.00004242640687119285
269.0625,0.00004949747468305832
269.375,0.000056568542494923805
269.6875,0.00006363961030678928
270,0.00004949747468305832
270.3125,0.00004242640687119285
270.625,0.00004949747468305832
270.9375,0.00004242640687119285
271.25,0.000028284271247461902
271.5625,0.00004242640687119285
271.875,0.00004949747468305832
272.1875,0.00006363961030678928
272.5,0.00007071067811865475
272.8125,0.00006363961030678928
273.125,0.00003535533905932738
273.4375,0.00004242640687119285
273.75,0.00003535533905932738
274.0625,0.00004949747468305832
274.375,0.000056568542494923805
274.6875,0.000056568542494923805
275,0.00003535533905932738
275.3125,0.000056568542494923805
275.625,0.00007071067811865475
275.9375,0.000056568542494923805
276.25,0.00004242640687119285
276.5625,0.00006363961030678928
276.875,0.00004949747468305832
277.1875,0.00003535533905932738
277.5,0.00003535533905932738
277.8125,0.000056568542494923805
278.125,0.000056568542494923805
278.4375,0.000056568542494923805
278.75,0.0000848528137423857
279.0625,0.00007071067811865475
279.375,0.00003535533905932738
279.6875,0.00003535533905932738
280,0.00004949747468305832
280.3125,0.00004949747468305832
280.625,0.00007071067811865475
280.9375,0.00004949747468305832
281.25,0.000028284271247461902
281.5625,0.00004242640687119285
281.875,0.00004242640687119285
282.1875,0.00007778174593052023
282.5,0.00007071067811865475
282.8125,0.00004242640687119285
283.125,0.00003535533905932738
283.4375,0.00004242640687119285
283.75,0.00004242640687119285
284.0625,0.00004242640687119285
284.375,0.00003535533905932738
284.6875,0.00004242640687119285
285,0.000056568542494923805
285.3125,0.000056568542494923805
285.625,0.00007071067811865475
285.9375,0.00007778174593052023
286.25,0.00007071067811865475
286.5625,0.000056568542494923805
286.875,0.00004242640687119285
287.1875,0.00004242640687119285
287.5,0.00003535533905932738
287.8125,0.00004242640687119285
288.125,0.00004949747468305832
288.4375,0.00007071067811865475
288.75,0.00004949747468305832
289.0625,0.00004949747468305832
289.375,0.00003535533905932738
289.6875,0.00003535533905932738
290,0.00004949747468305832
290.3125,0.00004949747468305832
290.625,0.00004242640687119285
290.9375,0.00007071067811865475
291.25,0.00006363961030678928
291.5625,0.000056568542494923805
291.875,0.000056568542494923805
292.1875,0.00004949747468305832
292.5,0.000056568542494923805
292.8125,0.00003535533905932738
293.125,0.000028284271247461902
293.4375,0.00003535533905932738
293.75,0.00003535533905932738
294.0625,0.00004949747468305832
294.375,0.00004242640687119285
294.6875,0.00003535533905932738
295,0.000028284271247461902
295.3125,0.00004242640687119285
295.625,0.00004949747468305832
295.9375,0.00003535533905932738
296.25,0.00003535533905932738
296.5625,0.000028284271247461902
296.875,0.000028284271247461902
297.1875,0.00004242640687119285
297.5,0.000056568542494923805
297.8125,0.000056568542494923805
298.125,0.000028284271247461902
298.4375,0.00004949747468305832
298.75,0.00004949747468305832
299.0625,0.00004949747468305832
299.375,0.000028284271247461902
299.6875,0.00004949747468305832
300,0.00006363961030678928
300.3125,0.000056568542494923805
300.625,0.00004949747468305832
300.9375,0.00003535533905932738
301.25,0.00004242640687119285
301.5625,0.000056568542494923805
301.875,0.00003535533905932738
302.1875,0.000028284271247461902
302.5,0.00004242640687119285
302.8125,0.00004949747468305832
303.125,0.00004242640687119285
303.4375,0.000028284271247461902
