DateTime,10RH-V,10RV-V,11RV-V,1RV-V,2RH-V,5RV-V,9RV-V
2026-05-13 14:04:00,2.23745,2.46636,2.06709,11.78172,3.82163,3.9023,5.38952
2026-05-13 15:04:00,2.24395,2.48313,1.90862,11.79466,3.05176,4.0033,5.29163
2026-05-13 16:04:00,2.18874,2.2189,1.99887,11.73943,3.65076,4.11757,5.12335
2026-05-13 17:04:00,2.53385,2.36155,2.07582,11.58642,3.64289,4.03819,5.06331
2026-05-13 18:04:00,2.33666,2.52737,1.91614,11.7949,3.56782,4.34695,5.69091
2026-05-13 19:04:00,2.20277,2.04449,1.92452,11.11184,3.42157,3.82667,4.93696
2026-05-13 20:04:00,2.19876,2.33472,2.09531,11.52966,3.62076,3.80861,5.3423
2026-05-13 21:04:00,2.15268,2.23262,2.06183,11.39402,3.47645,3.89445,5.18273
2026-05-13 22:04:00,2.2499,2.50415,2.043,11.51366,3.42527,3.8524,5.58227
2026-05-13 23:04:00,2.22704,2.48532,2.01984,11.63018,3.61679,4.12808,5.81962
2026-05-14 00:04:00,2.32157,2.62673,2.03807,10.64496,3.49647,3.83691,5.26615
2026-05-14 01:04:00,2.14977,2.36131,1.9347,10.02191,3.48292,3.77276,4.86861
2026-05-14 02:04:00,2.08086,2.13225,1.92544,10.54762,3.38531,3.70181,5.11912
2026-05-14 03:04:00,2.27461,2.61805,2.17949,11.51329,3.56171,4.00773,5.58656
2026-05-14 04:04:00,2.42986,2.44079,1.94288,11.20769,3.382,4.15142,5.1194
2026-05-14 05:04:00,2.21133,2.40779,2.00043,11.62496,3.67648,4.06647,5.65688
2026-05-14 06:04:00,2.20759,1.95036,1.90804,11.55719,3.55709,3.8762,4.93663
2026-05-14 07:04:00,2.15431,2.05195,1.94259,10.69452,3.54958,3.59808,4.83758
2026-05-14 08:04:00,2.04296,1.75161,1.81026,10.72661,3.43144,3.74136,4.71348
2026-05-14 09:04:00,2.41723,2.23398,2.11882,11.55797,3.72681,3.8192,5.16549
2026-05-14 10:04:00,2.18542,2.16285,2.10853,11.47556,3.72495,3.93165,4.91881
2026-05-14 11:04:00,2.20565,2.0634,1.90635,11.7867,3.56245,3.93806,4.83161
2026-05-14 12:04:00,2.272,1.95919,1.96722,11.34726,3.43425,3.82935,5.01718
2026-05-14 13:04:00,2.2489,2.25734,2.052,11.91399,4.00532,3.93436,5.05855
2026-05-14 14:04:00,2.22091,2.27895,2.05489,10.71325,3.5327,3.95236,4.80932
2026-05-14 15:04:00,2.33927,2.45829,2.02206,10.67767,3.47787,3.87083,5.1823
2026-05-14 16:04:00,2.33792,2.41594,1.94788,12.20306,3.76986,4.05632,5.03454
2026-05-14 17:04:00,2.41934,2.24585,2.01887,11.35933,3.64336,4.12075,5.06592
2026-05-14 18:04:00,2.26107,2.51279,1.98422,10.58847,3.3172,3.93963,5.01883
2026-05-14 19:04:00,2.14874,1.96919,1.86281,11.02842,3.1359,3.83984,4.50964
2026-05-14 20:04:00,2.27488,2.10452,2.01752,11.13494,3.6214,3.81119,4.82194
2026-05-14 21:04:00,2.3501,2.29298,2.0121,11.26155,3.74318,3.90222,4.8568
2026-05-14 22:04:00,2.24424,2.31204,1.96619,11.87188,3.63252,3.8196,4.64857
2026-05-14 23:04:00,2.19311,2.58566,1.86508,12.17933,3.51279,3.93677,5.31974
2026-05-15 00:04:00,2.21141,2.11211,1.9177,11.2204,3.4151,3.96959,5.07089
2026-05-15 01:04:00,2.28248,2.12818,2.06751,11.68829,3.69091,3.92755,4.91291
2026-05-15 02:04:00,2.187,2.06134,1.90938,11.0288,3.35461,3.88095,5.05273
2026-05-15 03:04:00,2.40476,2.27549,2.01727,11.13224,3.81586,3.93974,5.16139
2026-05-15 04:04:00,2.26564,2.25243,1.89193,11.51827,3.39119,3.90494,4.72697
2026-05-15 05:04:00,2.20645,2.57338,2.13679,11.83426,3.59499,4.01835,5.2395
2026-05-15 06:04:00,2.0964,2.48239,1.84471,12.00057,3.66664,4.1241,5.2583
2026-05-15 07:04:00,2.18106,2.51305,1.88727,11.98248,3.61187,4.12719,5.57917
2026-05-15 08:04:00,2.2734,2.6324,2.24162,11.52254,4.07284,4.01373,5.31525
2026-05-15 09:04:00,2.27261,2.49866,1.96572,11.73391,3.85112,4.34096,5.21456
2026-05-15 10:04:00,2.32128,2.36989,2.04399,11.94523,3.92977,3.98658,5.63661
2026-05-15 11:04:00,2.28409,2.51242,1.9735,11.52527,3.82558,3.99215,5.26696
2026-05-15 12:04:00,2.08229,2.36155,1.92738,11.26038,3.75074,4.01921,5.40658
2026-05-15 13:04:00,2.33808,2.48208,1.88569,11.081,3.77552,3.86958,5.21936
2026-05-15 14:04:00,2.38136,2.35682,1.95842,11.16978,3.47391,3.89008,5.29895
2026-05-15 15:04:00,2.21283,2.3108,1.97667,10.85985,3.48554,3.80873,5.18925
2026-05-15 16:04:00,2.18491,2.46751,2.09293,11.26595,3.53937,4.10588,5.41501
2026-05-15 17:04:00,1.22994,0.88979,0.79888,2.62131,2.1171,1.13361,2.61501
2026-05-15 18:04:00,2.40076,2.46178,2.09859,11.49739,4.05361,3.83094,5.62926
2026-05-15 19:04:00,2.12545,2.51789,1.91281,11.47611,3.21732,3.89295,5.05703
2026-05-15 20:04:00,2.12467,2.33814,1.98808,11.67023,3.39584,4.01987,5.41313
2026-05-15 21:04:00,2.04689,2.06951,1.97603,11.42207,3.50729,3.77403,5.28955
2026-05-15 22:04:00,2.25918,2.5255,2.14515,11.69067,3.77764,3.91987,5.28731
2026-05-15 23:04:00,2.15671,2.35163,2.0313,11.09169,3.51028,3.8815,5.32983
2026-05-16 00:04:00,2.25738,2.36163,2.00388,11.56684,3.68075,4.16731,5.41991
2026-05-16 01:04:00,2.23006,2.63978,2.10475,11.34479,3.64646,3.96272,5.58986
2026-05-16 02:04:00,2.18097,2.62255,1.87869,11.99776,3.67693,4.02279,5.71741
2026-05-16 03:04:00,2.24254,2.27557,1.95423,11.55313,3.64516,4.25016,5.39589
2026-05-16 04:04:00,2.20602,2.29504,1.95222,11.48238,3.81845,3.8708,5.32896
2026-05-16 05:04:00,2.36932,2.5044,2.25794,12.12453,3.72879,4.09189,5.55972
2026-05-16 06:04:00,2.33629,2.62125,1.93345,11.80918,3.66995,4.03529,5.46648
2026-05-16 07:04:00,2.28543,2.64187,1.90335,11.77155,3.77529,4.00194,5.73338
2026-05-16 08:04:00,2.23228,2.35714,2.16799,11.89642,3.92801,4.04986,5.32717
2026-05-16 09:04:00,2.15337,2.32182,1.91606,10.98989,3.35297,4.02502,4.96236
2026-05-16 10:04:00,2.13953,2.59575,2.01057,10.84503,3.56625,3.84758,5.74403
2026-05-16 11:04:00,2.22153,2.42111,1.99797,11.94439,4.07859,4.18531,5.50825
2026-05-16 12:04:00,2.17735,2.4804,2.08578,11.43947,3.58092,4.03029,5.24705
2026-05-16 13:04:00,2.24908,2.41238,2.15144,11.56065,3.58778,3.92428,5.832
2026-05-16 14:04:00,2.64114,2.9689,2.33772,11.42561,3.88199,4.28392,6.07733
2026-05-16 15:04:00,2.32822,2.4413,2.09299,11.31098,3.55063,3.88711,5.80427
2026-05-16 16:04:00,2.26691,2.37412,2.05077,11.26895,3.63605,3.83654,5.23899
2026-05-16 17:04:00,2.26438,2.47425,1.98619,11.42765,3.55677,4.04452,5.69858
2026-05-16 18:04:00,2.20197,2.3759,1.97917,11.45929,3.54948,3.97681,5.33046
2026-05-16 19:04:00,2.35179,2.59839,1.95884,11.52707,4.15445,4.13736,5.86196
2026-05-16 20:04:00,2.17781,2.34792,1.98553,11.19246,3.40007,3.95466,5.52021
2026-05-16 21:04:00,2.16307,2.24154,2.0207,10.32503,3.53717,3.72994,5.12896
2026-05-16 22:04:00,2.18662,2.36781,2.15965,12.16518,3.85127,3.99791,6.09061
2026-05-16 23:04:00,2.21228,2.15549,1.95352,11.46079,3.69955,3.93988,5.25741
2026-05-17 00:04:00,2.21956,2.35644,1.97653,11.72016,3.97813,4.05842,5.50601
2026-05-17 01:04:00,2.34437,2.49906,1.98872,11.72373,3.79148,3.99632,5.69339
2026-05-17 02:04:00,2.22368,2.44116,1.94415,11.30154,3.47292,3.98725,5.47411
2026-05-17 03:04:00,2.20954,2.9604,2.12838,12.17242,4.1346,4.14072,6.64459
2026-05-17 04:04:00,2.20002,2.39974,1.88013,11.94046,3.54006,4.1568,5.26709
2026-05-17 05:04:00,2.07435,2.35716,1.99257,11.9344,3.5115,3.9388,5.23082
2026-05-17 06:04:00,2.36374,2.45056,2.13387,11.76874,3.7992,4.17611,5.08304
2026-05-17 07:04:00,2.40153,2.30183,2.22597,11.45402,3.92297,4.1074,5.29585
2026-05-17 08:04:00,2.39033,2.56257,2.13582,11.6699,3.99833,3.99174,5.44479
2026-05-17 09:04:00,2.25916,2.47098,2.03423,11.77184,3.6815,4.08463,5.11469
2026-05-17 10:04:00,2.21444,2.44469,1.80517,11.37784,3.27579,4.10319,5.45271
2026-05-17 11:04:00,2.26399,2.43851,1.91478,11.01951,3.37486,3.74488,4.88388
2026-05-17 12:04:00,2.29454,2.1951,1.97656,11.27973,3.27787,3.96664,4.78675
2026-05-17 13:04:00,2.15072,2.01496,1.99426,11.43205,3.32129,3.84086,4.82861
2026-05-17 14:04:00,2.23678,2.38121,2.05879,11.22365,3.43683,3.86802,4.92105
2026-05-17 15:04:00,2.19196,2.15413,2.00015,11.24472,3.57877,3.84126,5.19032
2026-05-17 16:04:00,2.4146,2.54023,2.07131,11.46619,3.62717,3.82833,5.59775
2026-05-17 17:04:00,2.06191,2.21558,1.87457,11.17518,3.28313,3.68777,5.30478
2026-05-17 18:04:00,2.20841,2.28266,1.88209,11.44174,3.57393,4.03632,5.06486
2026-05-17 19:04:00,2.30386,2.22208,1.89385,11.31719,3.89966,4.14851,5.17357
2026-05-17 20:04:00,2.27844,2.51417,1.91684,10.92125,3.69819,3.83695,5.16484
2026-05-17 21:04:00,2.22519,2.36672,1.90519,10.19972,3.77519,3.75317,5.20266
2026-05-17 22:04:00,2.24721,2.54069,2.07717,11.64509,3.89971,4.05221,5.6688
2026-05-17 23:04:00,2.28694,2.55908,2.11024,11.95817,3.55881,4.18993,5.63434
2026-05-18 00:04:00,2.28914,2.43294,1.9103,11.12,3.53791,4.04015,5.58448
2026-05-18 01:04:00,2.2533,2.63776,2.10166,11.87634,3.79206,4.00534,5.65745
2026-05-18 02:04:00,2.82507,5.14517,2.33449,17.09944,8.86765,7.36573,12.7863
2026-05-18 03:04:00,0.24082,0.1277,0.29692,0.77572,0.65505,0.37412,0.34104
2026-05-18 04:04:00,0.27073,0.1414,0.32731,0.90046,0.68615,0.44221,0.39074
2026-05-18 05:04:00,0.17111,0.12955,0.21613,0.53233,0.41181,0.35814,0.32539
2026-05-18 06:04:00,0.15154,0.10583,0.1725,0.50272,0.37624,0.29681,0.25758
2026-05-18 07:04:00,0.1405,0.10875,0.18878,0.49027,0.34712,0.28797,0.25878
2026-05-18 08:04:00,0.14442,0.10163,0.18448,0.4833,0.37382,0.21895,0.21651
2026-05-18 09:04:00,0.18319,0.10585,0.18622,0.61283,0.43557,0.32797,0.26692
2026-05-18 10:04:00,0.19482,0.13495,0.23336,0.60198,0.38624,0.28584,0.29644
2026-05-18 11:04:00,0.16412,0.13146,0.20768,0.68837,0.50739,0.3511,0.32127
2026-05-18 12:04:00,0.13512,0.10703,0.18443,0.57886,0.41124,0.27223,0.24227
2026-05-18 13:04:00,0.15417,0.12878,0.18778,0.65295,0.50804,0.31267,0.2856
2026-05-18 14:04:00,0.17667,0.131,0.18079,0.53461,0.43261,0.32212,0.30039
2026-05-18 15:04:00,0.1419,0.1136,0.1795,0.5446,0.37711,0.29019,0.25965
2026-05-18 16:04:00,0.16152,0.1222,0.16022,0.50695,0.40045,0.26081,0.25512
2026-05-18 17:04:00,0.16792,0.12311,0.18598,0.5669,0.38962,0.28917,0.27255
2026-05-18 18:04:00,0.17605,0.12806,0.183,0.45124,0.37379,0.29998,0.27819
2026-05-18 19:04:00,0.19729,0.15898,0.20547,0.63683,0.51517,0.43898,0.38933
2026-05-18 20:04:00,0.17193,0.12854,0.18746,0.5186,0.389,0.3523,0.30993
2026-05-18 21:04:00,0.18558,0.14186,0.17681,0.46749,0.44876,0.37088,0.32465
2026-05-18 22:04:00,0.16264,0.16325,0.17572,0.59259,0.49507,0.4303,0.40096
2026-05-18 23:04:00,0.17426,0.1227,0.19663,0.59913,0.42338,0.321,0.29942
2026-05-19 00:04:00,0.16734,0.118,0.17806,0.52581,0.36904,0.30417,0.27804
2026-05-19 01:04:00,0.17763,0.13061,0.182,0.65864,0.41868,0.41639,0.36673
2026-05-19 02:04:00,0.15649,0.13646,0.20408,0.63416,0.4993,0.36708,0.33872
2026-05-19 03:04:00,0.21717,0.17764,0.22756,0.66024,0.501,0.48997,0.43583
2026-05-19 04:04:00,1.98934,3.59965,1.60056,14.05573,7.83288,5.39581,13.94941
2026-05-19 05:04:00,2.11636,3.40842,1.74731,14.04898,7.27931,5.48251,12.71576
2026-05-19 06:04:00,2.06297,2.7865,1.65476,12.11497,5.84576,4.77981,9.64514
2026-05-19 07:04:00,2.33945,2.32194,1.7956,10.17397,3.68969,3.67462,4.68706
2026-05-19 08:04:00,2.57611,2.80292,2.13084,12.15221,4.48778,4.14818,5.71089
2026-05-19 09:04:00,2.25986,2.30086,1.98708,11.63887,4.2137,3.84024,5.04248
2026-05-19 10:04:00,0.69742,1.64477,0.46618,1.83103,1.56078,0.85235,1.7282
2026-05-19 11:04:00,1.289,1.43177,0.89754,2.37735,2.56148,0.98865,2.67052
2026-05-19 12:04:00,1.23369,1.44709,1.07151,2.8057,2.5131,1.05757,2.11586
2026-05-19 13:04:00,1.29416,0.49806,1.16311,2.33592,1.85488,1.14995,1.73675
2026-05-19 14:04:00,2.18517,2.73224,2.32369,10.24442,3.68711,3.62343,4.9265
2026-05-19 15:04:00,2.5701,3.55595,2.11615,15.16246,6.69599,6.41338,11.90214
2026-05-19 16:04:00,2.48344,3.09207,2.0709,13.35102,5.8136,5.54293,9.53623
2026-05-19 17:04:00,2.49162,2.23453,2.25685,9.9436,4.09133,3.60887,4.70044
2026-05-19 18:04:00,2.15411,2.03307,2.10583,11.60701,4.28574,3.66847,4.627
2026-05-19 19:04:00,2.19013,1.99576,2.18894,11.36465,4.40308,3.94732,4.93931
2026-05-19 20:04:00,2.26709,2.16034,2.11095,11.08181,4.07834,3.86082,5.30165
2026-05-19 21:04:00,2.09764,2.25491,2.03582,10.49893,3.64033,3.63329,5.14054
2026-05-19 22:04:00,2.53854,3.93682,2.22881,15.75785,7.0225,6.44964,10.95991
2026-05-19 23:04:00,2.40358,4.07683,2.06244,14.6773,7.42916,6.31126,12.65016
2026-05-20 00:04:00,2.40158,4.09398,1.89134,14.89146,7.81351,6.35566,12.89408
2026-05-20 01:04:00,2.27821,3.81025,1.98299,14.49442,7.47997,6.10967,12.7941
2026-05-20 02:04:00,2.10254,2.57973,2.0243,10.47533,3.52013,3.86775,5.73354
2026-05-20 03:04:00,2.03186,2.38561,1.97837,10.71863,3.73824,3.69662,5.21534
2026-05-20 04:04:00,2.09005,2.31448,1.94527,10.67011,3.67385,3.81836,5.41404
2026-05-20 05:04:00,1.94932,2.11983,2.09733,10.60834,3.71633,3.50647,4.86022
2026-05-20 06:04:00,2.00743,2.13274,2.23538,10.85333,4.655,3.89542,5.47377
2026-05-20 07:04:00,1.95081,2.07719,2.04311,10.75198,4.01359,3.90954,5.27991
2026-05-20 08:04:00,2.03312,1.76493,2.03239,11.04433,4.34187,3.69837,4.88226
2026-05-20 09:04:00,2.04118,1.7079,1.73886,10.81623,3.8234,3.53852,4.97099
2026-05-20 10:04:00,1.99565,1.65066,1.73488,10.3981,3.63507,3.57929,4.73684
2026-05-20 11:04:00,1.92932,1.78851,1.92653,10.60168,4.25446,3.67197,4.62394
2026-05-20 12:04:00,2.11891,1.96481,2.09672,10.80698,4.11998,3.7903,4.7431
2026-05-20 13:04:00,1.99096,1.82289,1.88505,10.24821,3.91196,3.76309,4.76854
2026-05-20 14:04:00,2.25362,2.09783,1.83603,10.66066,4.09608,3.61817,4.97491
2026-05-20 15:04:00,2.14997,1.90132,1.92156,10.85643,3.68284,3.70252,5.10665
2026-05-20 16:04:00,2.0142,2.08828,1.94142,10.94702,3.72409,3.86145,5.1317
2026-05-20 17:04:00,2.01174,2.05029,1.85348,10.4677,3.69126,3.57564,4.95739
2026-05-20 18:04:00,2.2279,2.02678,1.8224,10.77324,3.95906,3.89176,5.10132
2026-05-20 19:04:00,2.05964,1.88691,1.72139,10.31945,3.58833,3.83457,5.08832
2026-05-20 20:04:00,1.8885,1.92355,1.99072,10.19799,3.83791,3.92289,5.12894
2026-05-20 21:04:00,1.92148,1.96704,1.96543,10.3471,3.71194,3.95314,5.38645
2026-05-20 22:04:00,1.86998,1.58892,1.87395,10.17272,3.3578,3.62919,4.91319
2026-05-20 23:04:00,2.03221,1.71565,1.87937,10.07069,3.69454,3.67933,5.05306
2026-05-21 00:04:00,1.90972,2.03417,1.9129,10.26645,3.48723,3.75587,5.31468
2026-05-21 01:04:00,1.91892,2.19543,2.07528,10.54504,3.78068,3.84967,5.6441
2026-05-21 02:04:00,2.02717,2.14073,2.13772,10.10481,3.77982,3.96733,5.27096
2026-05-21 03:04:00,2.05562,1.78173,1.87027,10.39343,3.78005,3.63626,4.95686
2026-05-21 04:04:00,2.1617,1.85194,1.80276,10.44857,3.56036,3.56162,4.96522
2026-05-21 05:04:00,1.99634,1.80717,1.96422,10.44697,3.75874,3.5815,5.19391
2026-05-21 06:04:00,2.01612,1.96372,1.96622,11.11067,3.96409,3.66554,5.28257
2026-05-21 07:04:00,2.15058,1.78276,1.86782,10.39234,3.74242,3.56962,5.32162
2026-05-21 08:04:00,0.97056,1.42693,0.8988,1.87701,1.94503,0.75189,2.11687
2026-05-21 09:04:00,2.15548,1.93227,2.04007,10.60475,3.79995,3.71522,5.25314
2026-05-21 10:04:00,2.01188,1.95176,1.98978,10.59893,4.12442,3.86694,5.39861
2026-05-21 11:04:00,2.12552,2.14635,2.0818,11.1537,3.96523,3.95451,5.66459
2026-05-21 12:04:00,2.24848,2.21808,2.05195,11.57181,4.26646,3.70619,5.53566
2026-05-21 13:04:00,2.36908,2.24028,2.20868,11.15605,4.00618,3.39616,5.06517
2026-05-21 14:04:00,2.22487,2.03186,2.30469,10.89999,4.32422,3.43696,5.43004
2026-05-21 15:04:00,2.0104,1.94924,1.9491,10.57758,3.44745,3.50806,4.87353
2026-05-21 16:04:00,1.98235,1.82776,1.91164,10.60399,3.33207,3.48198,4.93522
2026-05-21 17:04:00,2.28315,1.88435,2.05853,10.7544,3.56301,3.75086,4.95015
2026-05-21 18:04:00,2.09662,1.86079,1.87222,10.21936,3.2773,3.58911,4.77698
2026-05-21 19:04:00,2.23574,2.0863,2.03403,10.82937,3.53377,3.75843,5.12805
2026-05-21 20:04:00,2.11541,1.74044,1.97365,10.4411,3.42675,3.57144,4.60779
2026-05-21 21:04:00,1.99308,1.82868,2.04994,10.80386,3.53511,3.44603,5.05925
2026-05-21 22:04:00,1.88354,1.86971,1.82138,8.41546,3.2013,3.28761,4.33545
2026-05-21 23:04:00,2.09909,2.02356,2.0912,10.07057,3.52252,3.61312,5.2517
2026-05-22 00:04:00,2.08057,2.21113,2.08612,10.41995,4.02237,3.66339,5.69902
2026-05-22 01:04:00,2.10878,1.91215,2.09372,10.17122,3.48032,3.70927,5.1241
2026-05-22 02:04:00,3.27595,4.11573,2.47473,17.13879,8.02322,7.20181,11.24915
2026-05-22 03:04:00,1.20744,0.55126,1.10518,2.84221,1.76043,0.98249,1.84687
2026-05-22 04:04:00,1.35162,0.29471,1.14976,3.41362,2.26402,0.78763,1.49198
2026-05-22 05:04:00,2.40658,2.18569,1.87011,10.2499,3.78497,3.61418,5.2967
2026-05-22 06:04:00,2.13066,2.01924,2.08403,11.14972,3.92194,3.57387,5.0643
2026-05-22 07:04:00,2.22956,1.97175,2.19847,10.58557,3.99023,3.53753,5.22408
2026-05-22 08:04:00,1.9469,1.89851,1.94265,10.73932,3.68593,3.70723,5.17617
2026-05-22 09:04:00,1.95916,1.92727,1.94392,10.61812,3.69806,3.7088,5.31938
