"DateTime","10RH","11RV","10RV","1RV","2RH","3RV","9RV","11RH"
"2025-11-06 09:19:00",0.03761,0.02806,0.0506,0.25455,0.3087,0.2308,0.10441,0.02246
"2025-11-06 10:19:00",0.03951,0.03017,0.04954,0.27412,0.3823,0.23545,0.09888,0.02119
"2025-11-06 11:19:00",0.04249,0.03287,0.04888,0.26667,0.38455,0.23961,0.10237,0.02114
"2025-11-06 12:19:00",0.04286,0.03388,0.05315,0.26376,0.38962,0.24016,0.10399,0.02362
"2025-11-06 13:19:00",0.04291,0.03303,0.04812,0.24667,0.28778,0.23584,0.11784,0.02233
"2025-11-06 14:19:00",0.03716,0.03058,0.05142,0.25238,0.3418,0.2342,0.10032,0.02284
"2025-11-06 15:19:00",0.03893,0.03193,0.05084,0.27434,0.40967,0.24298,0.10118,0.02162
"2025-11-06 15:19:00",,,0.05084,,,,0.10118,
"2025-11-06 16:19:00",0.03949,0.03317,0.04939,0.26506,0.39126,0.24366,0.10465,0.02392
"2025-11-06 16:19:00",,,,,,0.24366,,
"2025-11-06 17:19:00",0.03596,0.0299,0.05035,0.2435,0.3189,0.24332,0.11427,0.02052
"2025-11-06 17:19:00",,,,,,,0.11427,0.02052
"2025-11-06 17:19:00",,,,,,,0.11427,
"2025-11-06 18:19:00",0.03611,0.02962,0.05197,0.2463,0.31965,0.23747,0.10939,0.02243
"2025-11-06 19:19:00",0.03734,0.02876,0.05293,0.24112,0.30285,0.24034,0.11137,0.02142
"2025-11-06 19:19:00",,,,,,,,0.02142
"2025-11-06 20:19:00",0.0396,0.03054,0.04976,0.25655,0.31814,0.23511,0.10528,0.02012
"2025-11-06 21:19:00",0.03878,0.02718,0.04917,0.29629,0.36475,0.22832,0.09784,0.02228
"2025-11-06 21:19:00",,,,,,,0.09784,
"2025-11-06 22:19:00",0.03775,0.02743,0.0519,0.26524,0.32895,0.23643,0.10704,0.02105
"2025-11-06 23:19:00",0.0363,0.02907,0.05003,0.25839,0.30677,0.23775,0.11141,0.0201
"2025-11-07 00:19:00",0.03452,0.0308,0.04851,0.25809,0.29829,0.24047,0.1124,0.02104
"2025-11-07 01:19:00",0.03693,0.02696,0.05118,0.26282,0.3269,0.2308,0.1056,0.02601
"2025-11-07 02:19:00",0.04043,0.03116,0.05237,0.27345,0.33867,0.22977,0.10316,0.02353
"2025-11-07 02:19:00",,,,,0.33867,,,
"2025-11-07 03:19:00",0.04136,0.02937,0.05212,0.27057,0.33207,0.23285,0.10323,0.02242
"2025-11-07 04:19:00",0.03738,0.03102,0.05137,0.2649,0.29074,0.23812,0.1141,0.02072
"2025-11-07 05:19:00",0.03675,0.03352,0.05191,0.2714,0.31842,0.22829,0.10597,0.02604
"2025-11-07 06:19:00",0.0386,0.03276,0.04895,0.27395,0.32797,0.22601,0.09846,0.01953
"2025-11-07 06:19:00",0.0386,,,,,,,
"2025-11-07 07:19:00",0.03895,0.02954,0.04876,0.27964,0.32777,0.22512,0.10098,0.02015
"2025-11-07 07:19:00",,,,,,,0.10098,
"2025-11-07 08:19:00",0.03359,0.02953,0.04929,0.2693,0.30364,0.23434,0.11176,0.01885
"2025-11-07 09:19:00",0.03919,0.03379,0.05034,0.27819,0.31025,0.22984,0.10796,0.02593
"2025-11-07 10:19:00",0.03551,0.02885,0.04854,0.26407,0.31365,0.22147,0.09792,0.02135
"2025-11-07 11:19:00",0.04291,0.03668,0.05435,0.27031,0.32041,0.22563,0.10434,0.0302
"2025-11-07 11:19:00",,,,,0.32041,,,
"2025-11-07 12:19:00",0.03972,0.03089,0.05023,0.25388,0.28943,0.23993,0.12004,0.02332
"2025-11-07 13:19:00",0.03977,0.02843,0.04973,0.25267,0.3501,0.22935,0.10312,0.02099
"2025-11-07 14:19:00",0.04046,0.03112,0.04713,0.29418,0.48215,0.23791,0.09989,0.02024
"2025-11-07 14:19:00",,,0.04713,,0.48215,,,
"2025-11-07 14:19:00",,,0.04713,,,,,
"2025-11-07 15:19:00",0.03846,0.0332,0.04757,0.2651,0.44767,0.24747,0.10687,0.02113
"2025-11-07 16:19:00",0.0403,0.03217,0.05292,0.26624,0.42665,0.24457,0.10567,0.02183
"2025-11-07 16:19:00",,,0.05292,,0.42665,,,
"2025-11-07 17:19:00",0.03766,0.03002,0.04956,0.27074,0.45672,0.25032,0.10864,0.02517
"2025-11-07 18:19:00",0.04123,0.03311,0.05289,0.25364,0.37872,0.23949,0.10751,0.02444
"2025-11-07 18:19:00",,,0.05289,,0.37872,,,
"2025-11-07 19:19:00",0.04301,0.04045,0.05279,0.24562,0.31587,0.24348,0.11878,0.03257
"2025-11-07 20:19:00",0.03874,0.03052,0.05443,0.23335,0.31589,0.23458,0.10752,0.0229
"2025-11-07 20:19:00",,,0.05443,,0.31589,,,
"2025-11-07 21:19:00",0.04052,0.02858,0.05259,0.24341,0.33791,0.23672,0.10452,0.02228
"2025-11-07 22:19:00",0.04355,0.03402,0.04977,0.26812,0.39092,0.23183,0.09782,0.02128
"2025-11-07 22:19:00",,,,,,,,0.02128
"2025-11-07 23:19:00",0.04711,0.04142,0.05746,0.26819,0.36957,0.23269,0.10667,0.03203
"2025-11-07 23:19:00",,,,,,0.23269,,
"2025-11-08 00:19:00",0.0398,0.03553,0.05029,0.25833,0.29755,0.24256,0.1192,0.02362
"2025-11-08 01:19:00",0.04023,0.03422,0.04907,0.26642,0.34964,0.22608,0.09557,0.02306
"2025-11-08 02:19:00",0.03875,0.03638,0.04935,0.28632,0.40376,0.23242,0.09879,0.02576
"2025-11-08 03:19:00",0.03829,0.03088,0.05095,0.28175,0.33571,0.2384,0.10831,0.02217
"2025-11-08 04:19:00",0.03812,0.03296,0.05029,0.26049,0.29409,0.24246,0.11613,0.02135
"2025-11-08 05:19:00",0.03917,0.03164,0.04834,0.25008,0.29248,0.23583,0.11333,0.02178
"2025-11-08 05:19:00",0.03917,,,,,,,
"2025-11-08 06:19:00",0.03569,0.03177,0.04823,0.26322,0.32876,0.22402,0.09993,0.0227
"2025-11-08 07:19:00",0.03931,0.02974,0.05128,0.26801,0.32075,0.22769,0.1027,0.02345
"2025-11-08 08:19:00",0.03572,0.0309,0.05318,0.26829,0.30932,0.23043,0.10646,0.02265
"2025-11-08 08:19:00",,,0.05318,,,,,
"2025-11-08 09:19:00",0.0374,0.0288,0.05152,0.25815,0.28005,0.23669,0.11751,0.02126
"2025-11-08 10:19:00",0.03651,0.03054,0.04918,0.26324,0.31382,0.22374,0.10157,0.0223
"2025-11-08 11:19:00",0.04376,0.03663,0.04949,0.2691,0.35825,0.22114,0.09631,0.02513
"2025-11-08 11:19:00",,,0.04949,,,,,
"2025-11-08 12:19:00",0.03515,0.03091,0.0497,0.25657,0.34538,0.23433,0.10389,0.02368
"2025-11-08 12:19:00",,,,,,0.23433,,
"2025-11-08 13:19:00",0.04173,0.03627,0.04966,0.26391,0.3931,0.23679,0.10487,0.02368
"2025-11-08 14:19:00",0.04036,0.02931,0.0494,0.2712,0.40155,0.24282,0.10502,0.02193
"2025-11-08 14:19:00",,,,,,0.24282,,0.02193
"2025-11-08 15:19:00",0.03527,0.03051,0.05161,0.28451,0.37247,0.24311,0.11027,0.02318
"2025-11-08 16:19:00",0.04164,0.03595,0.05333,0.25578,0.33097,0.24073,0.1128,0.02385
"2025-11-08 16:19:00",,,,,,0.24073,,0.02385
"2025-11-08 17:19:00",0.04264,0.03558,0.04933,0.25099,0.28774,0.23909,0.11782,0.02385
"2025-11-08 18:19:00",0.03921,0.02898,0.05254,0.25166,0.31488,0.23623,0.10588,0.02354
"2025-11-08 18:19:00",,,,,0.31488,,,
"2025-11-08 19:19:00",0.03717,0.02967,0.04923,0.27296,0.37465,0.23653,0.1028,0.02307
"2025-11-08 20:19:00",0.04411,0.0361,0.05154,0.30983,0.39544,0.23948,0.1029,0.02514
"2025-11-08 21:19:00",0.04702,0.03736,0.05571,0.31111,0.36535,0.23658,0.10905,0.02564
"2025-11-08 22:19:00",0.03981,0.03445,0.05128,0.281,0.29428,0.24302,0.1169,0.02325
"2025-11-08 23:19:00",0.036,0.03047,0.05254,0.26275,0.31787,0.23422,0.10789,0.0224
"2025-11-08 23:19:00",,,,,,,,0.0224
"2025-11-09 00:19:00",0.04013,0.03012,0.04895,0.28259,0.38734,0.23201,0.09823,0.02043
"2025-11-09 00:19:00",,,,0.28259,,,,
"2025-11-09 01:19:00",0.0436,0.03161,0.04834,0.28375,0.44511,0.23184,0.1004,0.02276
"2025-11-09 01:19:00",,,,,,0.23184,,
"2025-11-09 02:19:00",0.0436,0.0373,0.0528,0.2928,0.41563,0.23416,0.10252,0.02745
"2025-11-09 02:19:00",,,,0.2928,,,,
"2025-11-09 03:19:00",0.03994,0.03791,0.04925,0.244,0.30436,0.24114,0.12537,0.02608
"2025-11-09 03:19:00",,,,,,0.24114,,
"2025-11-09 04:19:00",0.03349,0.02669,0.05166,0.24258,0.27812,0.24019,0.1168,0.02097
"2025-11-09 04:19:00",,,,0.24258,,,,
"2025-11-09 05:19:00",0.0374,0.03141,0.04673,0.26662,0.35915,0.22476,0.09518,0.02151
"2025-11-09 05:19:00",,,,,,0.22476,,
"2025-11-09 06:19:00",0.04164,0.03157,0.05064,0.28006,0.37785,0.22412,0.09553,0.02462
"2025-11-09 07:19:00",0.04682,0.03773,0.05511,0.27303,0.36254,0.22298,0.09899,0.02637
"2025-11-09 08:19:00",0.04172,0.0354,0.05154,0.2676,0.31416,0.2345,0.11477,0.02442
"2025-11-09 09:19:00",0.04116,0.03573,0.05128,0.27179,0.29013,0.23597,0.11755,0.02255
"2025-11-09 09:19:00",,,,,0.29013,,,
"2025-11-09 10:19:00",0.03683,0.03004,0.05289,0.24246,0.28014,0.23581,0.11989,0.02353
"2025-11-09 10:19:00",,,,,0.28014,,,
"2025-11-09 11:19:00",0.04059,0.02987,0.05282,0.23728,0.29552,0.23065,0.11096,0.021
"2025-11-09 12:19:00",0.03938,0.0305,0.05066,0.24648,0.31442,0.22839,0.10625,0.02479
"2025-11-09 13:19:00",0.03861,0.03049,0.05034,0.28741,0.31843,0.23384,0.10834,0.02464
"2025-11-09 13:19:00",,,,,,0.23384,,
"2025-11-09 14:19:00",0.03711,0.02791,0.05273,0.25397,0.31768,0.23274,0.10813,0.02178
"2025-11-09 15:19:00",0.03999,0.03124,0.05116,0.26348,0.34711,0.23312,0.10588,0.02197
"2025-11-09 15:19:00",,,,,,0.23312,,
"2025-11-09 16:19:00",0.09907,0.06291,0.06011,0.27955,0.32727,0.23784,0.10957,0.03627
"2025-11-09 17:19:00",0.04164,0.03623,0.05411,0.24141,0.29408,0.24027,0.1218,0.0285
"2025-11-09 18:19:00",0.03853,0.03415,0.05164,0.24352,0.30229,0.23793,0.11224,0.0247
"2025-11-09 19:19:00",0.03972,0.0332,0.05413,0.2496,0.30512,0.23638,0.11324,0.02308
"2025-11-09 20:19:00",0.04132,0.03163,0.05253,0.24855,0.31386,0.23602,0.10957,0.02263
"2025-11-09 21:19:00",0.04241,0.03252,0.05285,0.25758,0.31864,0.2323,0.10776,0.024
"2025-11-09 22:19:00",0.038,0.03424,0.05057,0.25809,0.31807,0.23043,0.10521,0.02139
"2025-11-09 23:19:00",0.03743,0.03015,0.04801,0.26628,0.3329,0.22313,0.10049,0.01962
"2025-11-10 00:19:00",0.04447,0.0293,0.05109,0.27178,0.35543,0.22452,0.09953,0.02571
"2025-11-10 01:19:00",0.03946,0.03348,0.05105,0.32755,0.34732,0.23231,0.10573,0.02367
"2025-11-10 02:19:00",0.03998,0.02846,0.05177,0.26588,0.319,0.23274,0.10705,0.02422
"2025-11-10 03:19:00",0.03867,0.02932,0.05107,0.26095,0.30056,0.24046,0.11525,0.02105
"2025-11-10 03:19:00",,,0.05107,,,,,
"2025-11-10 04:19:00",0.04042,0.02693,0.05069,0.26549,0.32854,0.22741,0.09962,0.02219
"2025-11-10 05:19:00",0.04409,0.03515,0.04689,0.2752,0.34018,0.22478,0.10093,0.0218
"2025-11-10 06:19:00",0.04376,0.03472,0.0514,0.27666,0.35463,0.22525,0.09901,0.0271
"2025-11-10 07:19:00",0.04294,0.03421,0.05446,0.27709,0.35409,0.22694,0.1009,0.02867
"2025-11-10 08:19:00",0.04305,0.03289,0.05235,0.28854,0.31643,0.23636,0.11425,0.02366
"2025-11-10 09:19:00",0.03764,0.03406,0.04947,0.26277,0.28723,0.2384,0.1212,0.02511
"2025-11-10 10:19:00",0.03808,0.02813,0.05078,0.26844,0.2884,0.23609,0.11816,0.02117
"2025-11-10 11:19:00",0.03801,0.03101,0.04822,0.26447,0.3411,0.2201,0.09727,0.0224
"2025-11-10 12:19:00",0.0403,0.03316,0.05236,0.32734,0.36252,0.23042,0.10236,0.02568
"2025-11-10 12:19:00",,,,,0.36252,,,
"2025-11-10 13:19:00",0.04188,0.03277,0.05162,0.26603,0.35513,0.23437,0.10443,0.02415
"2025-11-10 14:19:00",0.04355,0.03586,0.0544,0.25319,0.31139,0.24138,0.11435,0.02461
"2025-11-10 14:19:00",,,,0.25319,,,,
"2025-11-10 15:19:00",0.04238,0.03276,0.05424,0.24104,0.29936,0.24104,0.11333,0.02435
"2025-11-10 16:19:00",0.04417,0.03601,0.05146,0.25838,0.34218,0.23736,0.10427,0.02489
"2025-11-10 16:19:00",,,,,,,0.10427,
"2025-11-10 17:19:00",0.04207,0.0325,0.04797,0.26652,0.38114,0.23757,0.10389,0.02322
"2025-11-10 18:19:00",0.04995,0.03834,0.05527,0.27044,0.38431,0.23779,0.10474,0.02905
"2025-11-10 19:19:00",0.04405,0.03974,0.05071,0.26221,0.37934,0.23439,0.10419,0.02651
"2025-11-10 19:19:00",,,,,,,0.10419,
"2025-11-10 20:19:00",0.0476,0.04063,0.05539,0.24622,0.34792,0.23408,0.10567,0.02981
"2025-11-10 21:19:00",0.05235,0.0462,0.05457,0.23674,0.33837,0.23614,0.10979,0.02913
"2025-11-10 21:19:00",,,,,,0.23614,,
"2025-11-10 22:19:00",0.04437,0.0367,0.05539,0.23648,0.30578,0.23891,0.11692,0.02711
"2025-11-10 23:19:00",0.04192,0.03489,0.04981,0.2277,0.29847,0.23896,0.11899,0.02426
"2025-11-11 00:19:00",0.04079,0.03182,0.05302,0.23607,0.31346,0.22654,0.10391,0.02507
"2025-11-11 01:19:00",0.05035,0.03877,0.05145,0.25923,0.3516,0.22038,0.09685,0.02505
"2025-11-11 02:19:00",0.04763,0.04179,0.05034,0.28131,0.37142,0.22247,0.09657,0.02463
"2025-11-11 03:19:00",0.04605,0.03617,0.05048,0.26411,0.36136,0.22695,0.10277,0.02394
"2025-11-11 04:19:00",0.04277,0.03938,0.05401,0.26878,0.32038,0.23592,0.11425,0.02443
"2025-11-11 05:19:00",0.05268,0.04816,0.05611,0.30861,0.31527,0.23218,0.11358,0.03114
"2025-11-11 06:19:00",0.04077,0.03246,0.05,0.25582,0.3187,0.22443,0.10708,0.0219
"2025-11-11 07:19:00",0.04579,0.03481,0.05102,0.26328,0.3332,0.22435,0.10517,0.02169
"2025-11-11 08:19:00",0.05426,0.04256,0.05164,0.2734,0.35589,0.21713,0.09359,0.02656
"2025-11-11 09:19:00",0.04781,0.03753,0.04995,0.37967,0.35911,0.21338,0.09521,0.02435
"2025-11-11 10:19:00",0.05001,0.04361,0.05207,0.36609,0.37207,0.21608,0.09734,0.02929
"2025-11-11 11:19:00",0.05028,0.04081,0.05187,0.28389,0.37506,0.2203,0.09822,0.0257
"2025-11-11 12:19:00",0.0532,0.04085,0.0438,0.2304,0.26354,0.16745,0.08461,0.02614
"2025-11-11 13:19:00",0.0451,0.03816,0.05081,0.24038,0.3628,0.23829,0.10645,0.03494
"2025-11-11 14:19:00",0.04466,0.03744,0.04858,0.26289,0.4575,0.24783,0.10697,0.02466
"2025-11-11 15:19:00",0.042,0.03349,0.05406,0.27257,0.377,0.24746,0.11101,0.02502
"2025-11-11 16:19:00",0.04028,0.03395,0.0541,0.24105,0.31812,0.24212,0.11252,0.02433
"2025-11-11 17:19:00",0.03895,0.03015,0.05011,0.25,0.30332,0.23967,0.11198,0.02112
"2025-11-11 18:19:00",0.0382,0.0286,0.04824,0.26207,0.35083,0.23669,0.10465,0.01967
"2025-11-11 19:19:00",0.04226,0.03456,0.04928,0.28189,0.39878,0.23799,0.10234,0.02267
"2025-11-11 20:19:00",0.04181,0.03369,0.05678,0.2605,0.36477,0.24159,0.11049,0.03024
"2025-11-11 21:19:00",0.04112,0.03663,0.05408,0.26461,0.323,0.241,0.11189,0.02585
"2025-11-11 22:19:00",0.04696,0.04377,0.05548,0.25731,0.33098,0.2393,0.1077,0.02961
"2025-11-11 23:19:00",0.03811,0.02892,0.05004,0.27052,0.35294,0.23405,0.10058,0.02007
"2025-11-12 00:19:00",0.03955,0.03011,0.0477,0.31652,0.35508,0.23177,0.10186,0.02016
"2025-11-12 01:19:00",0.05954,0.05799,0.05947,0.27845,0.35303,0.23057,0.10114,0.04189
"2025-11-12 02:19:00",0.04725,0.03476,0.04567,0.30023,0.44904,0.23726,0.09851,0.02236
"2025-11-12 03:19:00",0.04411,0.03338,0.05036,0.27447,0.35073,0.23372,0.1065,0.02327
"2025-11-12 04:19:00",0.03922,0.02788,0.04739,0.28173,0.34109,0.22769,0.09922,0.02212
"2025-11-12 05:19:00",0.03949,0.02877,0.04578,0.29516,0.38372,0.22931,0.09362,0.0189
"2025-11-12 06:19:00",0.04339,0.03365,0.04888,0.30396,0.4504,0.23451,0.09581,0.02341
"2025-11-12 07:19:00",0.04076,0.03258,0.04713,0.29589,0.38965,0.22579,0.09819,0.02178
"2025-11-12 08:19:00",0.04009,0.03135,0.0481,0.34531,0.38989,0.23019,0.09664,0.02233
"2025-11-12 09:19:00",0.04239,0.03147,0.04626,0.29214,0.38782,0.2252,0.09579,0.02034
"2025-11-12 10:19:00",0.03562,0.02952,0.05251,0.26582,0.31646,0.24466,0.11888,0.0216
"2025-11-12 11:19:00",0.03731,0.02778,0.05159,0.25347,0.32925,0.22879,0.1018,0.02055
"2025-11-12 12:19:00",0.03922,0.03246,0.04837,0.29369,0.433,0.23738,0.09887,0.02115
"2025-11-12 13:19:00",0.04035,0.02981,0.05282,0.27408,0.44434,0.25692,0.10786,0.02144
"2025-11-12 14:19:00",0.04074,0.0317,0.0522,0.2704,0.42773,0.26332,0.11091,0.02297
"2025-11-12 15:19:00",0.04164,0.03518,0.04942,0.30108,0.45948,0.25499,0.10548,0.02154
"2025-11-12 16:19:00",0.03913,0.03298,0.0546,0.28835,0.37077,0.25734,0.1119,0.02275
"2025-11-12 17:19:00",0.03514,0.02658,0.05627,0.25871,0.3332,0.2562,0.11312,0.02323
"2025-11-12 18:19:00",0.03615,0.03029,0.05391,0.27535,0.37849,0.26032,0.11125,0.02476
"2025-11-12 19:19:00",0.04499,0.03173,0.05236,0.29079,0.43673,0.25896,0.10679,0.022
"2025-11-12 20:19:00",0.0387,0.02968,0.04932,0.27968,0.41792,0.25892,0.10888,0.01961
"2025-11-12 21:19:00",0.04167,0.03481,0.05323,0.30554,0.39858,0.26003,0.10997,0.02417
"2025-11-12 22:19:00",0.04233,0.03314,0.05359,0.26959,0.32391,0.24899,0.115,0.02407
"2025-11-12 23:19:00",0.03602,0.02701,0.05612,0.26283,0.32384,0.24547,0.11126,0.02553
"2025-11-13 00:19:00",0.03939,0.03087,0.05354,0.25797,0.30241,0.24669,0.11784,0.0242
"2025-11-13 01:19:00",0.03454,0.02731,0.05008,0.25781,0.31484,0.2345,0.10555,0.02299
"2025-11-13 02:19:00",0.03901,0.02717,0.05011,0.31982,0.38803,0.23986,0.10061,0.02394
"2025-11-13 03:19:00",0.03963,0.03432,0.05081,0.29024,0.38052,0.2461,0.10598,0.02277
"2025-11-13 04:19:00",0.03443,0.032,0.05073,0.28334,0.33778,0.24268,0.10902,0.022
"2025-11-13 05:19:00",0.03499,0.02863,0.05352,0.2733,0.31086,0.24045,0.11376,0.02514
"2025-11-13 06:19:00",0.0377,0.03227,0.05646,0.26262,0.32358,0.23599,0.10697,0.02867
"2025-11-13 07:19:00",0.03615,0.0308,0.0504,0.26258,0.32956,0.23561,0.10684,0.02242
"2025-11-13 08:19:00",0.04021,0.03208,0.05687,0.26052,0.31914,0.24517,0.11503,0.03116
"2025-11-13 09:19:00",0.03744,0.02999,0.04696,0.28359,0.37965,0.23078,0.0998,0.02098
"2025-11-13 10:19:00",0.03684,0.02859,0.04906,0.29614,0.39899,0.23848,0.10182,0.02444
"2025-11-13 11:19:00",0.0401,0.02889,0.04696,0.30498,0.46667,0.24219,0.10059,0.02272
"2025-11-13 12:19:00",0.03913,0.0328,0.04807,0.29869,0.42139,0.24056,0.10307,0.02133
"2025-11-13 13:19:00",0.00305,0.00984,0.00253,0.01221,0.01131,0.00239,0.00413,0.00489
"2025-11-13 14:19:00",0.04231,0.0334,0.05531,0.25205,0.31099,0.23807,0.1098,0.02298
"2025-11-13 15:19:00",0.04742,0.0376,0.04656,0.28794,0.42077,0.23494,0.1008,0.02153
"2025-11-13 16:19:00",0.03714,0.03286,0.05379,0.26762,0.3334,0.23997,0.11164,0.02144
"2025-11-13 17:19:00",0.03597,0.03136,0.04987,0.26835,0.35641,0.22821,0.09962,0.02209
"2025-11-13 18:19:00",0.03854,0.02872,0.04964,0.27979,0.37748,0.22678,0.09933,0.02333
"2025-11-13 19:19:00",0.04165,0.03396,0.05373,0.29093,0.37699,0.23047,0.10045,0.02657
"2025-11-13 20:19:00",0.03888,0.03497,0.05225,0.2699,0.33945,0.23631,0.10685,0.02259
"2025-11-13 21:19:00",0.04321,0.03301,0.05545,0.27152,0.33037,0.23035,0.10202,0.0267
"2025-11-13 22:19:00",0.04149,0.03037,0.0503,0.26977,0.33599,0.22499,0.09931,0.02026
"2025-11-13 23:19:00",0.04153,0.03029,0.05072,0.28171,0.34786,0.22249,0.0969,0.02472
"2025-11-14 00:19:00",0.04005,0.03316,0.05219,0.28446,0.34736,0.22397,0.09901,0.0247
"2025-11-14 01:19:00",0.04173,0.03146,0.04869,0.29971,0.40117,0.22456,0.09485,0.02131
"2025-11-14 02:19:00",0.04146,0.0324,0.05235,0.29319,0.35603,0.22279,0.09778,0.02133
"2025-11-14 03:19:00",0.03869,0.03449,0.05232,0.26861,0.32627,0.23231,0.1061,0.02376
"2025-11-14 04:19:00",0.03782,0.03247,0.05209,0.26354,0.32683,0.23401,0.11225,0.02449
"2025-11-14 05:19:00",0.03631,0.03113,0.05356,0.2639,0.33021,0.22951,0.10474,0.02205
"2025-11-14 06:19:00",0.0392,0.03188,0.05134,0.26888,0.33735,0.22521,0.10116,0.02363
"2025-11-14 07:19:00",0.04144,0.03375,0.04983,0.27217,0.32628,0.23016,0.10481,0.02097
"2025-11-14 08:19:00",0.03774,0.03072,0.05218,0.26182,0.31756,0.23972,0.11486,0.02422
"2025-11-14 09:19:00",0.03545,0.02737,0.05247,0.2697,0.32897,0.22546,0.10162,0.02113
"2025-11-14 10:19:00",0.0355,0.03034,0.04622,0.27866,0.35744,0.21921,0.09482,0.01975
"2025-11-14 11:19:00",0.04017,0.03311,0.05062,0.28472,0.37023,0.22493,0.09857,0.02195
"2025-11-14 12:19:00",0.03669,0.03196,0.05012,0.29189,0.36574,0.23555,0.10442,0.02184
"2025-11-14 13:19:00",0.03843,0.03146,0.05356,0.2592,0.31583,0.24338,0.11507,0.02075
"2025-11-14 14:19:00",0.04085,0.03376,0.0525,0.24335,0.29202,0.24167,0.11612,0.02401
