"DateTime","2RH","5RV","10RH","11RH","9RV","10RV","11RV","1RV"
"2026-02-23 10:42:00",4.94159,10.24263,2.74726,2.42613,4.70589,2.35021,3.04541,11.84489
"2026-02-23 11:42:00",4.46051,9.73973,2.81966,2.15063,5.01015,2.34746,3.33487,11.10893
"2026-02-23 12:42:00",4.6145,9.65275,2.75266,2.57223,5.09991,2.55587,3.43289,11.00615
"2026-02-23 13:42:00",5.08333,10.0938,2.96363,2.49417,4.93891,2.45754,3.53389,11.63351
"2026-02-23 14:42:00",4.7312,10.06191,2.83831,2.31481,4.5604,2.23819,3.21283,11.24557
"2026-02-23 15:42:00",4.56636,9.95234,2.68581,2.22376,5.04069,2.16077,3.0798,11.25435
"2026-02-23 16:42:00",5.16165,9.87582,2.71621,2.88429,5.76955,2.63791,3.31432,11.32491
"2026-02-23 17:42:00",4.70467,9.94979,2.97949,2.54205,5.20297,2.48408,3.3644,11.25025
"2026-02-23 18:42:00",4.24766,9.74285,2.87498,2.35022,4.95328,2.42119,3.25888,10.78315
"2026-02-23 19:42:00",4.22374,9.65445,2.70857,2.11348,4.70547,2.13913,3.23787,10.89154
"2026-02-23 19:42:00",,,2.70857,,,,,
"2026-02-23 20:42:00",4.35036,9.71119,2.893,2.40536,4.58869,2.36392,3.45951,10.81968
"2026-02-23 21:42:00",4.495,9.58432,2.76956,2.35301,5.19552,2.42704,3.66106,10.63109
"2026-02-23 22:42:00",4.52887,9.67196,3.06209,2.46853,4.67501,2.26861,3.40248,10.61553
"2026-02-23 23:42:00",4.09552,9.8511,2.95514,2.16113,4.66535,2.30532,3.07977,10.81057
"2026-02-23 23:42:00",,,2.95514,,,,,
"2026-02-24 00:42:00",5.05625,9.91768,2.8004,2.459,5.05791,2.36965,3.25833,11.48231
"2026-02-24 01:42:00",4.40725,9.99841,2.70124,2.21654,4.69041,2.19902,3.27763,11.09303
"2026-02-24 02:42:00",4.83349,10.08307,2.44406,2.03662,4.70478,2.07137,3.25954,11.458
"2026-02-24 03:42:00",4.87228,9.84273,2.76353,2.10541,4.64712,2.29421,3.48633,11.27226
"2026-02-24 04:42:00",4.67837,10.09856,2.50779,2.10586,4.73323,2.14006,3.00456,11.49623
"2026-02-24 05:42:00",4.8087,10.13145,2.48938,1.99379,4.30268,1.88569,3.1722,11.40135
"2026-02-24 06:42:00",4.6694,9.64001,2.58619,1.98404,4.69155,2.13475,3.44104,10.7887
"2026-02-24 07:42:00",5.05994,9.94753,2.71599,2.34391,4.82675,2.20663,3.15743,11.55336
"2026-02-24 07:42:00",,,2.71599,,,,,
"2026-02-24 08:42:00",5.09905,10.47858,3.04016,2.43199,4.74712,2.25134,3.17033,11.81518
"2026-02-24 08:42:00",,,3.04016,,,,,
"2026-02-24 09:43:05",4.66917,9.92066,2.49977,1.93111,4.57162,2.10034,3.14521,11.10358
"2026-02-24 10:42:00",5.0203,10.00528,2.77198,1.97224,4.71793,2.1433,3.17782,11.50848
"2026-02-24 11:42:00",2.88151,1.38686,2.21638,1.24684,1.98166,1.07272,1.30422,3.22911
"2026-02-24 11:42:00",,,,,,,1.30422,
"2026-02-24 12:42:00",4.00413,1.14463,1.69534,1.18176,3.35635,0.79762,1.8095,4.52731
"2026-02-24 13:42:00",4.64267,3.3577,3.01605,2.21557,4.11197,1.8801,2.14757,6.34636
"2026-02-24 14:42:00",4.88564,4.06487,2.70812,2.67697,5.81976,2.35345,2.6493,6.4368
"2026-02-24 15:02:19",4.79263,4.28734,2.74764,2.65357,5.54617,2.30073,2.35544,12.95139
"2026-02-24 16:04:00",4.97581,4.36081,2.76289,2.32866,4.60029,2.1367,2.59582,13.14796
"2026-02-24 17:04:00",4.55183,4.31463,2.59523,2.2985,4.92655,2.04159,2.70715,12.20459
"2026-02-24 18:04:00",4.8808,4.46871,2.94239,2.26161,4.90387,2.09948,2.97701,13.51638
"2026-02-24 18:04:00",,,2.94239,,,,,
"2026-02-24 19:04:00",4.79466,4.4341,2.84013,2.19577,5.15939,2.16564,2.76438,13.60352
"2026-02-24 20:04:00",5.32462,4.51617,2.83798,2.6885,5.68213,2.45079,2.78165,13.77064
"2026-02-24 20:04:00",,,2.83798,,,,,
"2026-02-24 21:04:00",4.48626,4.29952,2.63604,2.40596,4.88093,2.17478,2.66953,12.69725
"2026-02-24 22:04:00",5.13081,4.35166,2.75235,2.45546,5.09163,2.14701,2.8348,13.05307
"2026-02-24 23:04:00",4.76509,4.03492,2.61053,2.05402,5.03838,1.98013,2.91017,12.49636
"2026-02-25 00:04:00",5.07728,4.48849,2.84738,2.22702,5.25893,2.12402,2.74053,13.79864
"2026-02-25 01:04:00",4.95544,4.08269,2.75397,2.08843,5.03442,1.93025,2.87265,13.18608
"2026-02-25 02:04:00",4.85765,4.80315,2.94146,2.4267,5.24318,2.18265,2.80509,13.7874
"2026-02-25 03:04:00",5.2855,4.18131,2.45991,2.09648,4.92195,2.07108,2.91499,13.9409
"2026-02-25 04:04:00",5.12584,4.20154,2.7292,1.99377,5.05735,2.0445,3.01876,13.64355
"2026-02-25 05:04:00",4.89531,4.02773,2.55614,2.15238,5.3777,2.07987,2.6073,12.47567
"2026-02-25 06:04:00",4.55116,4.5703,2.37771,2.22147,5.03883,2.03545,2.79252,12.74909
"2026-02-25 07:04:00",4.72715,3.72468,2.45624,2.08503,4.89744,2.07457,3.03588,12.56384
"2026-02-25 08:04:00",4.39069,3.97621,2.41568,2.05303,5.12765,1.99571,2.70047,12.61596
"2026-02-25 09:04:00",4.22421,4.37584,2.43023,1.90275,5.14731,1.97968,2.67954,12.02417
"2026-02-25 10:04:00",4.83435,4.31085,2.87815,2.22228,5.10429,2.09921,2.68094,13.2706
"2026-02-25 10:04:00",,,2.87815,,,,,
"2026-02-25 11:04:00",4.34902,4.82202,2.74732,2.25284,5.18269,2.07179,2.61945,12.86427
"2026-02-25 12:04:00",5.09667,4.43422,2.84886,2.42736,5.26901,2.19605,2.76804,13.74906
"2026-02-25 13:04:00",5.38768,4.29766,2.91969,2.36422,5.00143,2.22685,2.9002,14.17392
"2026-02-25 14:04:00",5.14292,4.13532,2.85133,2.23443,5.25652,2.14273,2.91803,13.8239
"2026-02-25 15:04:00",5.05937,4.39615,2.77043,2.30221,5.62671,2.27467,2.78897,13.87055
"2026-02-25 16:04:00",4.83605,4.68385,2.53203,2.24043,4.89641,2.13639,2.68812,13.68117
"2026-02-25 17:04:00",5.04601,4.47959,2.73664,2.48292,4.80091,2.23312,2.76585,13.54592
"2026-02-25 18:04:00",4.85568,3.70697,2.5075,2.21658,4.70612,2.10563,2.91764,12.87393
"2026-02-25 19:04:00",4.648,4.67995,2.90487,2.1577,5.13851,2.11333,2.70905,13.74079
"2026-02-25 20:04:00",4.46631,4.27918,2.68704,2.16174,5.00387,2.06006,2.68115,13.53477
"2026-02-25 21:04:00",4.57293,4.15112,2.63579,2.20778,4.96715,2.08,2.72854,12.70726
"2026-02-25 22:04:00",4.87067,4.30676,2.69213,2.13746,5.09583,1.99494,2.72308,13.31247
"2026-02-25 23:04:00",5.09091,4.48547,2.80119,2.58279,5.52188,2.32204,2.81331,13.63675
"2026-02-26 00:04:00",5.24774,4.34199,3.08528,2.45639,4.84349,2.09153,2.89144,14.16404
"2026-02-26 01:04:00",4.80968,3.73576,2.61836,2.29495,4.85525,2.14813,2.80737,12.79677
"2026-02-26 02:04:00",4.49169,4.50107,2.50569,2.22663,5.19134,2.06993,2.57534,12.90833
"2026-02-26 03:04:00",4.70138,4.53771,2.58868,2.22168,4.87926,2.113,2.77162,13.36052
"2026-02-26 04:04:00",5.20543,4.27485,2.67358,2.06495,5.4097,2.0333,2.86507,13.3298
"2026-02-26 05:04:00",4.22247,3.96209,2.60488,1.98124,4.78957,2.02304,2.86533,12.17029
"2026-02-26 06:04:00",5.66145,4.03479,2.87642,1.98156,5.12436,1.99284,3.13449,12.73104
"2026-02-26 07:04:00",4.72371,3.91326,2.68963,2.19505,5.32954,2.11461,2.82128,12.50016
"2026-02-26 08:04:00",4.51872,4.38512,2.64962,2.44444,4.98748,2.25849,2.98459,12.7997
"2026-02-26 09:04:00",4.19424,4.55712,2.65234,2.25654,5.19731,2.07081,2.74068,12.36414
"2026-02-26 10:04:00",5.18689,3.88456,2.55152,1.8683,4.76103,1.80618,2.91173,12.55595
"2026-02-26 11:04:00",5.72542,4.0999,2.95612,2.32732,5.0391,2.18335,3.13019,12.9805
"2026-02-26 12:04:00",5.00947,4.38332,2.79328,2.35975,5.43165,2.31001,2.83079,13.66206
"2026-02-26 13:04:00",5.15668,4.24587,2.78268,2.68028,5.81758,2.35876,2.82286,13.33126
"2026-02-26 14:04:00",4.71466,4.41172,2.69111,2.6195,5.2669,2.26812,2.81585,12.16873
"2026-02-26 15:04:00",5.22489,4.10161,2.93223,2.15217,5.00494,2.02849,2.99622,13.49363
"2026-02-26 16:04:00",4.85663,4.4435,2.62391,2.13873,5.48574,2.07575,2.65039,13.04269
"2026-02-26 17:04:00",5.58017,4.3449,3.14148,3.0053,5.89564,2.61857,2.93134,13.45812
"2026-02-26 18:04:00",5.11457,4.76483,2.78592,2.80632,5.90106,2.56014,2.85777,13.61577
"2026-02-26 19:04:00",4.5504,4.43658,2.73025,2.3144,5.07356,2.13529,2.69154,12.60035
"2026-02-26 20:04:00",5.28727,4.16713,3.03008,2.62878,5.28989,2.33862,3.02702,13.7022
"2026-02-26 21:04:00",5.14926,3.9606,2.57775,2.72695,5.71232,2.50478,2.86527,12.67919
"2026-02-26 22:04:00",4.27613,4.07414,2.52119,2.82668,5.12599,2.38235,2.49304,11.73755
"2026-02-26 23:04:00",5.23501,4.48674,3.0065,2.80129,5.71449,2.50829,2.75681,13.423
"2026-02-27 00:04:00",5.37896,4.62328,2.93487,2.92823,6.00746,2.55739,2.9349,14.08826
"2026-02-27 01:04:00",4.5667,3.94977,2.64622,2.55794,5.71953,2.25243,2.77467,12.14301
"2026-02-27 02:04:00",5.13527,4.32994,2.78142,2.72426,5.73862,2.40402,2.78941,13.44131
"2026-02-27 03:04:00",4.41274,4.01743,2.50518,2.84968,5.41059,2.33796,2.47935,12.13407
"2026-02-27 04:04:00",4.26836,3.86915,2.48271,2.57911,5.15595,2.15681,2.64533,11.94087
"2026-02-27 05:04:00",4.74199,4.06516,2.74369,2.57242,5.25182,2.28742,2.52255,12.89
"2026-02-27 06:04:00",4.64167,3.90804,2.55567,3.13354,5.77058,2.50704,2.63041,12.01194
"2026-02-27 07:04:00",4.60409,3.79469,2.36977,2.86276,5.32334,2.41288,2.7543,12.11245
"2026-02-27 08:04:00",4.95382,4.33246,2.62023,2.64693,5.60113,2.30561,2.71238,12.7566
"2026-02-27 09:04:00",5.10582,4.07566,2.64869,2.84066,5.82714,2.49491,2.81028,12.54401
"2026-02-27 10:04:00",4.75035,4.40917,2.57989,2.2286,5.04413,2.10065,2.53297,12.69861
"2026-02-27 11:04:00",4.70804,4.47539,2.58379,2.28908,5.30433,2.12586,2.47371,12.2801
"2026-02-27 12:04:00",5.03843,4.49752,2.94265,2.54654,5.47071,2.21751,2.82206,13.35096
"2026-02-27 13:04:00",5.44651,4.64893,3.06625,2.57404,5.47154,2.25207,2.92706,14.02532
"2026-02-27 14:04:00",4.53051,3.99652,2.50725,2.54019,5.02587,2.14851,2.71848,12.08309
"2026-02-27 15:04:00",4.73873,4.3742,2.9308,2.61553,5.12637,2.25841,2.8158,13.41448
"2026-02-27 16:04:00",4.81634,4.00354,2.67991,2.90254,5.52887,2.44842,2.83636,11.99583
"2026-02-27 17:04:00",4.95238,4.42256,2.87041,2.73779,5.61754,2.39829,2.8228,12.90779
"2026-02-27 18:04:00",4.71642,4.34568,2.87537,2.51233,5.47085,2.27906,2.73631,13.39844
"2026-02-27 19:04:00",4.96851,3.99523,2.47835,2.82318,5.37741,2.39844,2.78627,12.24979
"2026-02-27 20:04:00",5.45206,4.45419,2.90503,2.74234,5.72588,2.49138,3.01922,14.12569
"2026-02-27 21:04:00",4.85728,3.84042,2.85822,3.00894,5.35747,2.41875,2.91764,12.05865
"2026-02-27 22:04:00",5.23519,4.58717,3.00345,2.86722,5.50206,2.37328,2.99462,13.51859
"2026-02-27 22:04:00",,4.58717,,,5.50206,,,
"2026-02-27 23:04:00",5.09663,4.64865,2.96705,2.51115,5.03066,2.18668,2.91772,13.35085
"2026-02-27 23:04:00",,4.64865,,,,,,
"2026-02-28 00:04:00",5.02916,4.50348,2.7443,2.50247,5.61562,2.27132,2.79924,12.98789
"2026-02-28 00:04:00",,4.50348,,,,,,
"2026-02-28 01:04:00",5.11988,3.9286,2.62958,2.86064,5.54516,2.36505,2.91579,12.47809
"2026-02-28 01:04:00",,3.9286,,,,,,
"2026-02-28 02:04:00",4.85529,4.50397,2.91258,2.84961,5.17291,2.4154,2.70856,13.13233
"2026-02-28 03:04:00",5.25809,4.50829,2.90925,2.7034,5.41868,2.35025,2.82476,13.28446
"2026-02-28 03:04:00",,,,2.7034,,,,
"2026-02-28 04:04:00",5.24715,4.69798,2.99794,2.56676,5.22035,2.20987,2.94322,13.78233
"2026-02-28 05:04:00",5.38937,4.35332,2.97539,2.37283,5.65055,2.14701,2.95875,12.86587
"2026-02-28 06:04:00",5.31016,4.51603,3.04204,2.50084,5.20723,2.23427,2.9012,13.87541
"2026-02-28 06:04:00",5.31016,,,,,2.23427,2.9012,
"2026-02-28 07:04:00",5.17762,4.28706,3.21069,2.6066,5.03285,2.23561,2.72629,13.40284
"2026-02-28 07:04:00",,,,,,,,13.40284
"2026-02-28 08:04:00",4.77012,4.2839,2.79161,2.57921,5.3674,2.22222,2.76241,12.86824
"2026-02-28 09:04:00",4.94917,4.53723,2.7871,2.54561,5.3114,2.20458,2.77989,13.74691
"2026-02-28 10:04:00",4.68418,4.65942,2.74626,2.50772,4.93915,2.20091,2.75128,12.7923
"2026-02-28 11:04:00",4.35857,4.23264,2.69253,2.18978,4.90321,2.07513,2.74219,12.34299
"2026-02-28 11:04:00",,,,,4.90321,,,
"2026-02-28 12:04:00",4.79978,4.10086,2.72837,2.1622,5.06918,2.08716,2.95853,12.64012
"2026-02-28 12:04:00",4.79978,,,,,,,
"2026-02-28 13:04:00",5.37045,4.20271,2.89801,2.43207,5.83687,2.31326,2.78522,13.75135
"2026-02-28 13:04:00",5.37045,,,,,,,
"2026-02-28 14:04:00",5.39934,4.55962,3.12523,2.72393,5.29977,2.39021,2.80033,14.34108
"2026-02-28 14:04:00",,,,,,2.39021,,
"2026-02-28 15:04:00",5.33868,4.54017,3.01724,2.53881,5.5417,2.31562,2.70764,13.712
"2026-02-28 16:04:00",5.10493,4.36194,3.04863,2.36841,5.06318,2.12094,2.68354,13.4546
"2026-02-28 17:04:00",5.06698,4.1905,2.67123,2.41007,5.35851,2.23771,2.94035,12.9919
"2026-02-28 18:04:00",4.75642,4.43091,2.59,2.10394,5.29632,2.15216,2.70269,13.00617
"2026-02-28 19:04:00",5.33779,4.49972,3.1214,2.44244,5.08435,2.17597,2.76862,13.63265
"2026-02-28 20:04:00",5.0752,4.05341,3.13014,2.18225,5.11294,1.96675,2.6591,12.21718
"2026-02-28 21:04:00",4.90944,3.9254,2.93344,2.26988,5.17985,2.16901,2.77121,12.88305
"2026-02-28 22:04:00",4.47877,4.2042,2.85789,2.45158,5.23087,2.18998,2.44416,12.54666
"2026-02-28 23:04:00",4.39324,4.16664,2.54829,2.17284,4.95252,1.98934,2.69756,12.20356
"2026-03-01 00:04:00",4.4968,4.19032,2.55388,2.47796,4.92811,2.22845,2.66952,12.5178
"2026-03-01 01:04:00",5.57536,4.04,2.61467,2.12979,4.76438,2.02162,2.99298,12.97545
